205,63
155,6
63,182
114,253
205,211
252,97
10,84
245,192
242,30
231,138
192,157
233,251
215,130
128,198
85,5
113,90
119,153
155,201
52,235
94,166
92,225
99,210
230,35
50,26
102,77
146,110
216,51
111,242
104,106
5,214
48,164
248,83
72,8
136,180
169,255
149,8
176,154
54,150
208,66
94,0
217,219
0,220
222,40
123,146
142,193
95,224
169,12
113,180
100,5
197,89
48,222
80,112
200,133
87,50
243,172
111,230
186,198
14,120
243,91
103,114
184,49
60,196
122,77
139,153
164,19
79,219
205,122
131,76
29,126
51,166
207,109
85,183
30,147
20,112
12,100
12,149
101,188
52,245
103,70
52,36
99,89
210,94
52,238
73,234
96,53
147,248
70,27
54,51
47,208
54,171
115,146
108,25
74,193
93,107
147,23
6,134
82,238
169,216
37,231
104,44
43,225
98,238
63,173
114,237
174,124
174,66
137,6
227,93
75,224
177,215
234,185
255,195
138,252
233,108
16,185
160,94
133,183
159,149
70,239
31,193
44,189
73,243
28,28
111,4
128,7
73,145
42,173
252,229
150,161
173,104
205,177
1,218
69,207
244,213
167,62
175,206
142,170
9,33
4,3
94,88
227,245
20,210
90,162
215,58
69,24
0,118
32,247
114,255
108,40
149,71
215,55
95,28
234,249
105,88
73,60
69,201
227,111
160,221
220,164
225,121
39,74
180,44
5,176
146,2
196,223
23,53
132,173
90,200
178,91
177,168
206,231
10,241
242,77
248,97
244,53
139,194
57,99
127,97
210,182
52,55
231,82
179,149
66,104
65,168
83,15
91,100
90,226
157,238
201,197
37,151
163,189
60,227
250,105
196,23
59,101
237,232
83,55
208,255
58,183
181,207
50,67
44,200
63,85
164,115
134,119
86,159
181,18
170,151
41,179
86,227
100,137
75,107
65,56
18,107
87,193
28,72
237,23
221,239
92,7
113,124
158,33
179,211
140,51
2,133
80,201
116,156
34,213
78,225
204,255
244,22
95,204
69,164
187,66
33,185
254,36
26,147
145,130
242,141
207,176
204,226
12,174
213,196
32,95
0,91
149,192
21,3
231,215
16,158
237,131
220,250
119,227
180,189
190,103
69,190
22,36
179,197
202,216
159,168
214,7
88,64
147,178
102,193
21,30
76,165
160,230
192,187
247,185
105,17
206,79
47,246
176,223
20,12
32,178
98,147
115,42
166,35
109,246
4,97
134,39
12,219
163,77
40,96
109,137
220,122
4,161
231,166
168,218
30,20
178,91
174,225
253,132
28,92
112,195
206,107
158,74
26,33
0,7
237,148
48,225
130,216
33,43
166,37
233,105
65,231
207,33
49,22
28,131
130,221
32,200
41,104
138,238
93,141
42,44
200,181
69,16
229,13
128,34
167,100
147,183
157,154
158,73
15,235
162,112
183,203
69,216
133,39
210,53
197,225
238,222
215,137
59,13
88,132
121,71
124,46
141,118
159,202
95,205
214,163
84,152
210,219
165,244
112,79
194,148
115,141
164,237
20,46
146,167
238,170
134,92
152,222
129,235
223,60
166,70
185,82
173,170
48,70
232,62
45,159
136,152
45,73
30,157
235,189
211,114
212,30
30,91
25,104
133,31
55,242
173,7
82,153
176,154
169,0
249,224
87,63
2,168
10,218
143,225
39,91
255,24
9,10
119,68
147,196
173,172
191,105
62,152
46,101
183,56
136,112
201,147
78,14
76,34
89,40
210,243
186,104
202,21
2,102
12,51
179,100
188,60
231,16
209,10
7,183
59,9
221,190
91,115
44,4
236,123
252,105
50,70
102,111
83,71
109,62
229,60
136,208
74,118
26,106
232,17
108,104
220,91
242,24
46,123
57,45
144,253
94,223
21,161
59,248
139,204
117,130
178,118
203,39
10,229
209,233
249,161
6,236
39,3
104,76
215,146
88,214
191,9
103,206
165,15
6,100
167,125
76,243
241,207
93,170
78,179
217,78
221,205
251,148
94,117
51,188
45,104
84,25
224,61
31,248
26,122
84,55
46,84
221,159
104,191
158,16
72,78
138,53
185,99
169,174
67,163
102,221
211,117
65,42
219,175
170,0
86,26
210,185
207,153
98,252
136,64
127,157
119,6
174,221
9,29
248,43
37,119
127,107
234,120
77,194
98,236
5,158
140,165
164,27
145,216
194,105
91,193
144,177
27,95
200,39
178,163
156,173
6,138
19,172
142,217
60,159
230,50
76,114
126,154
166,9
155,173
237,13
27,25
110,74
140,238
103,131
111,136
188,206
151,214
82,224
224,125
186,36
36,34
239,229
189,35
52,153
84,87
85,241
245,57
102,176
137,137
32,5
196,23
167,13
245,127
185,18
248,157
190,152
154,188
5,142
141,32
235,168
212,218
255,218
0,177
108,247
77,207
17,95
98,69
114,36
78,98
87,250
177,32
225,200
228,107
91,124
127,19
229,20
108,200
18,172
112,134
129,21
82,44
12,136
47,38
222,79
186,220
58,220
17,153
148,186
200,45
37,223
85,197
202,74
209,24
134,101
210,173
208,140
112,117
78,242
62,184
195,55
34,111
32,30
237,13
29,89
183,67
192,206
201,235
223,226
53,169
255,86
14,250
68,116
54,213
115,236
98,126
151,164
57,211
7,185
240,82
202,167
156,4
20,84
46,156
116,237
237,62
53,240
147,159
99,146
159,160
44,72
148,41
248,124
108,211
30,252
198,179
51,218
202,220
241,133
176,13
45,238
254,188
198,207
254,134
5,192
33,30
233,6
230,32
97,213
254,112
147,158
177,16
109,123
161,26
133,245
30,239
1,69
29,2
46,236
124,75
111,2
243,32
18,127
98,61
94,136
213,78
119,213
219,163
66,145
83,192
88,88
50,161
232,99
14,89
92,232
206,237
216,17
37,55
117,93
100,189
39,159
240,16
75,55
46,237
228,174
236,186
226,136
145,68
